Pollutant,Sector,Source,Fuel_Name,Year,Emission_Factor,Emissions
Nitrous Oxide,Agriculture,Sheep - Ewe - Indirect Leach,Storage,1998,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Direct,Grazing,1998,0.0314285714166778,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Direct,Housing,1998,0.0199174465665005,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Direct,Spreading,1998,0.0080686558097614,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Indirect Deposition,Grazing,1998,0.0157142857098271,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Indirect Deposition,Housing,1998,0.0157142857089396,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Indirect Deposition,Spreading,1998,0.0157142857069979,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Grazing,1998,0.011785714281731,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Spreading,1998,0.0117857142820281,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Storage,1998,0.0117857142812581,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Direct,Grazing,1998,0.0314285714238695,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Direct,Housing,1998,0.0161913813946478,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Direct,Spreading,1998,0.0088980684699177,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Indirect Deposition,Grazing,1998,0.0157142857143925,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Indirect Deposition,Housing,1998,0.0157142857112101,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Indirect Deposition,Spreading,1998,0.0157142857111429,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Indirect Leach,Grazing,1998,0.0117857142834674,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Indirect Leach,Spreading,1998,0.011785714280217,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig < 20 kg - Indirect Leach,Storage,1998,0.0117857142844881,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Direct,Grazing,1998,0.0314285714200971,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Direct,Housing,1998,0.0199528380943533,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Direct,Spreading,1998,0.0080700915563757,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Indirect Deposition,Grazing,1998,0.0157142857082834,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Indirect Deposition,Housing,1998,0.0157142857131629,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Indirect Deposition,Spreading,1998,0.0157142857116955,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Indirect Leach,Grazing,1998,0.0117857142799507,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Indirect Leach,Spreading,1998,0.0117857142849751,Emissions
Nitrous Oxide,Agriculture,Pig - Fattening Pig > 80 kg - Indirect Leach,Storage,1998,0.0117857142820221,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Direct,Grazing,1998,0.0314285714160349,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Direct,Housing,1998,0.0200651819664863,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Direct,Spreading,1998,0.0081742425982886,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Indirect Deposition,Grazing,1998,0.0157142857094387,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Indirect Deposition,Housing,1998,0.0157142857087407,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Indirect Deposition,Spreading,1998,0.0157142857115049,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Indirect Leach,Grazing,1998,0.0117857142814899,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Indirect Leach,Spreading,1998,0.0117857142804062,Emissions
Nitrous Oxide,Agriculture,Pig - Gilt - Indirect Leach,Storage,1998,0.0117857142825557,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Direct,Grazing,1998,0.0036388851173796,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Direct,Spreading,1998,0.00571999999844,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Direct,Storage,1998,0.007857142855,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Indirect Deposition,Grazing,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Indirect Deposition,Housing,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Indirect Deposition,Spreading,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Indirect Leach,Grazing,1998,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Indirect Leach,Spreading,1998,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Sheep - Lamb - Indirect Leach,Storage,1998,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Direct,Grazing,1998,0.03142857142,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Direct,Housing,1998,0.0078571428545955,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Direct,Spreading,1998,0.0057121428546913,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Indirect Deposition,Grazing,1998,0.0157142857155341,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Indirect Deposition,Housing,1998,0.0157142857091574,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Indirect Deposition,Spreading,1998,0.0157142857115181,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Indirect Leach,Grazing,1998,0.0117857142834729,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Indirect Leach,Spreading,1998,0.0117857142842699,Emissions
Nitrous Oxide,Agriculture,Poultry - Laying Hens - Indirect Leach,Storage,1998,0.0117857142816452,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Direct,Grazing,1998,0.0064946947475338,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Direct,Housing,1998,0.0027067946306276,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Direct,Spreading,1998,0.0011800769012693,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Indirect Deposition,Grazing,1998,0.003247347373862,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Indirect Deposition,Housing,1998,0.0032469918235834,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Indirect Deposition,Spreading,1998,0.0032460145771192,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Indirect Deposition,Storage,1998,0.0032246965910803,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Indirect Leach,Grazing,1998,0.0024355105303592,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Indirect Leach,Spreading,1998,0.0024348216669362,Emissions
Nitrous Oxide,Agriculture,Poultry - Other - Indirect Leach,Storage,1998,0.0024780999547667,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Direct,Grazing,1998,0.003504737387531,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Direct,Spreading,1998,0.00571999999844,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Direct,Storage,1998,0.007857142855,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Indirect Deposition,Grazing,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Indirect Deposition,Housing,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Indirect Deposition,Spreading,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Indirect Leach,Grazing,1998,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Indirect Leach,Spreading,1998,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Sheep - Ram - Indirect Leach,Storage,1998,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Direct,Grazing,1998,0.03142857142382,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Direct,Housing,1998,0.0095703710797083,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Direct,Spreading,1998,0.0103221738782414,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Indirect Deposition,Grazing,1998,0.0157142857112094,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Indirect Deposition,Housing,1998,0.015714285715031,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Indirect Deposition,Spreading,1998,0.0157142857115375,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Indirect Leach,Grazing,1998,0.011785714285326,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Indirect Leach,Spreading,1998,0.0117857142815805,Emissions
Nitrous Oxide,Agriculture,Pig - Sow - Indirect Leach,Storage,1998,0.0117857142785766,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Direct,Grazing,1998,0.0314285714193533,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Direct,Housing,1998,0.0083304815218254,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Direct,Spreading,1998,0.0057121428534013,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Indirect Deposition,Grazing,1998,0.0157142857106442,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Indirect Deposition,Housing,1998,0.0157142857081482,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Indirect Deposition,Spreading,1998,0.0157142857117309,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Indirect Leach,Grazing,1998,0.0117857142839551,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Indirect Leach,Spreading,1998,0.0117857142814425,Emissions
Nitrous Oxide,Agriculture,Poultry - Turkeys - Indirect Leach,Storage,1998,0.0117857142826022,Emissions
Carbon Dioxide as Carbon,Agriculture,Fertiliser Application,Urea Application,1998,0.2,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Direct,Grazing,1998,0.0066810992496532,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Direct,Housing,1998,0.0335460365399201,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Direct,Spreading,1998,0.0070552280449117,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Indirect Deposition,Grazing,1998,0.0157142857074289,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Indirect Deposition,Housing,1998,0.0157142857133465,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Indirect Deposition,Spreading,1998,0.0157142857092519,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Indirect Deposition,Yarding,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Indirect Leach,Grazing,1998,0.0117857142822791,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Indirect Leach,Spreading,1998,0.0117857142831773,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Indirect Leach,Storage,1998,0.0117857142842679,Emissions
Nitrous Oxide,Agriculture,Other cattle - Bulls for breeding - Direct,Grazing,1998,0.006705785425255,Emissions
Nitrous Oxide,Agriculture,Other cattle - Bulls for breeding - Direct,Housing,1998,0.0293639152151546,Emissions
Nitrous Oxide,Agriculture,Other cattle - Bulls for breeding - Direct,Spreading,1998,0.0076223887832878,Emissions
Nitrous Oxide,Agriculture,Other cattle - Bulls for breeding - Indirect Deposition,Grazing,1998,0.015714285710733,Emissions
Nitrous Oxide,Agriculture,Other cattle - Bulls for breeding - Indirect Deposition,Housing,1998,0.0157142857106312,Emissions
Nitrous Oxide,Agriculture,Other cattle - Bulls for breeding - Indirect Deposition,Spreading,1998,0.0157142857130517,Emissions
Nitrous Oxide,Agriculture,Other cattle - Bulls for breeding - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Bulls for breeding - Indirect Deposition,Yarding,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Bulls for breeding - Indirect Leach,Grazing,1998,0.0117857142834524,Emissions
Nitrous Oxide,Agriculture,Other cattle - Bulls for breeding - Indirect Leach,Spreading,1998,0.0117857142838493,Emissions
Nitrous Oxide,Agriculture,Other cattle - Bulls for breeding - Indirect Leach,Storage,1998,0.0117857142837106,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cereal fed bull - Direct,Grazing,1998,0.0066628372253294,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cereal fed bull - Direct,Housing,1998,0.0323569382109026,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cereal fed bull - Direct,Spreading,1998,0.0074006199695717,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cereal fed bull - Indirect Deposition,Grazing,1998,0.0157142857091128,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cereal fed bull - Indirect Deposition,Housing,1998,0.0157142857099698,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cereal fed bull - Indirect Deposition,Spreading,1998,0.0157142857103129,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cereal fed bull - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cereal fed bull - Indirect Deposition,Yarding,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cereal fed bull - Indirect Leach,Grazing,1998,0.011785714283285,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cereal fed bull - Indirect Leach,Spreading,1998,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cereal fed bull - Indirect Leach,Storage,1998,0.0117857142842178,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cows - Direct,Grazing,1998,0.0067143984288778,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cows - Direct,Housing,1998,0.0255114853088647,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cows - Direct,Spreading,1998,0.008198964802243,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cows - Indirect Deposition,Grazing,1998,0.0157142857106385,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cows - Indirect Deposition,Housing,1998,0.0157142857073527,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cows - Indirect Deposition,Spreading,1998,0.0157142857118153,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cows - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cows - Indirect Deposition,Yarding,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cows - Indirect Leach,Grazing,1998,0.0117857142831546,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cows - Indirect Leach,Spreading,1998,0.011785714282022,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cows - Indirect Leach,Storage,1998,0.0117857142822095,Emissions
Nitrous Oxide,Agriculture,Cropland management,Mineralisation,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Cropland management,Mineralisation - indirect leach,1998,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Calves Female - Direct,Grazing,1998,0.0075896295578165,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Calves Female - Direct,Housing,1998,0.0361865802926498,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Calves Female - Direct,Spreading,1998,0.0059756976319574,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Calves Female - Indirect Deposition,Grazing,1998,0.0157142857091618,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Calves Female - Indirect Deposition,Housing,1998,0.0157142857096262,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Calves Female - Indirect Deposition,Spreading,1998,0.0157142857113014,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Calves Female - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Calves Female - Indirect Deposition,Yarding,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Calves Female - Indirect Leach,Grazing,1998,0.0117857142830184,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Calves Female - Indirect Leach,Spreading,1998,0.0117857142828314,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Calves Female - Indirect Leach,Storage,1998,0.0117857142825669,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Replacements Female - Direct,Grazing,1998,0.0075410776743979,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Replacements Female - Direct,Housing,1998,0.0257800164632853,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Replacements Female - Direct,Spreading,1998,0.0077178629147028,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Replacements Female - Indirect Deposition,Grazing,1998,0.0157142857079718,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Replacements Female - Indirect Deposition,Housing,1998,0.0157142857098956,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Replacements Female - Indirect Deposition,Spreading,1998,0.0157142857106091,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Replacements Female - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Replacements Female - Indirect Deposition,Yarding,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Replacements Female - Indirect Leach,Grazing,1998,0.0117857142816364,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Replacements Female - Indirect Leach,Spreading,1998,0.0117857142813788,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy Replacements Female - Indirect Leach,Storage,1998,0.0117857142817571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy In Calf Heifers - Direct,Grazing,1998,0.007515824822965,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy In Calf Heifers - Direct,Housing,1998,0.0272895095565237,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy In Calf Heifers - Direct,Spreading,1998,0.0075276628418859,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy In Calf Heifers - Indirect Deposition,Grazing,1998,0.0157142857102438,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy In Calf Heifers - Indirect Deposition,Housing,1998,0.0157142857083129,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy In Calf Heifers - Indirect Deposition,Spreading,1998,0.0157142857093044,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy In Calf Heifers - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy In Calf Heifers - Indirect Deposition,Yarding,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy In Calf Heifers - Indirect Leach,Grazing,1998,0.0117857142795841,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy In Calf Heifers - Indirect Leach,Spreading,1998,0.0117857142822433,Emissions
Nitrous Oxide,Agriculture,Other cattle - Dairy In Calf Heifers - Indirect Leach,Storage,1998,0.011785714281936,Emissions
Nitrous Oxide,Agriculture,Other cattle - Heifers for breeding - Direct,Grazing,1998,0.0066867411323854,Emissions
Nitrous Oxide,Agriculture,Other cattle - Heifers for breeding - Direct,Housing,1998,0.0283958375654616,Emissions
Nitrous Oxide,Agriculture,Other cattle - Heifers for breeding - Direct,Spreading,1998,0.0078660124027634,Emissions
Nitrous Oxide,Agriculture,Other cattle - Heifers for breeding - Indirect Deposition,Grazing,1998,0.0157142857127237,Emissions
Nitrous Oxide,Agriculture,Other cattle - Heifers for breeding - Indirect Deposition,Housing,1998,0.0157142857112816,Emissions
Nitrous Oxide,Agriculture,Other cattle - Heifers for breeding - Indirect Deposition,Spreading,1998,0.0157142857118453,Emissions
Nitrous Oxide,Agriculture,Other cattle - Heifers for breeding - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Heifers for breeding - Indirect Deposition,Yarding,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Heifers for breeding - Indirect Leach,Grazing,1998,0.0117857142812276,Emissions
Nitrous Oxide,Agriculture,Other cattle - Heifers for breeding - Indirect Leach,Spreading,1998,0.0117857142823624,Emissions
Nitrous Oxide,Agriculture,Other cattle - Heifers for breeding - Indirect Leach,Storage,1998,0.0117857142817534,Emissions
Nitrous Oxide,Agriculture,Other cattle - Steers - Direct,Grazing,1998,0.0066830029386121,Emissions
Nitrous Oxide,Agriculture,Other cattle - Steers - Direct,Housing,1998,0.0319688359525814,Emissions
Nitrous Oxide,Agriculture,Other cattle - Steers - Direct,Spreading,1998,0.0072902236384854,Emissions
Nitrous Oxide,Agriculture,Other cattle - Steers - Indirect Deposition,Grazing,1998,0.0157142857095459,Emissions
Nitrous Oxide,Agriculture,Other cattle - Steers - Indirect Deposition,Housing,1998,0.0157142857095808,Emissions
Nitrous Oxide,Agriculture,Other cattle - Steers - Indirect Deposition,Spreading,1998,0.0157142857099544,Emissions
Nitrous Oxide,Agriculture,Other cattle - Steers - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Steers - Indirect Deposition,Yarding,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Other cattle - Steers - Indirect Leach,Grazing,1998,0.011785714282399,Emissions
Nitrous Oxide,Agriculture,Other cattle - Steers - Indirect Leach,Spreading,1998,0.0117857142816508,Emissions
Nitrous Oxide,Agriculture,Other cattle - Steers - Indirect Leach,Storage,1998,0.0117857142869014,Emissions
Nitrous Oxide,Agriculture,Agricultural Horses - Direct,Grazing,1998,0.007143714283766,Emissions
Nitrous Oxide,Agriculture,Agricultural Horses - Direct,Housing,1998,0.0314285714200003,Emissions
Nitrous Oxide,Agriculture,Agricultural Horses - Direct,Spreading,1998,0.0057121428555849,Emissions
Nitrous Oxide,Agriculture,Agricultural Horses - Indirect Deposition,Grazing,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Agricultural Horses - Indirect Deposition,Housing,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Agricultural Horses - Indirect Deposition,Spreading,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Agricultural Horses - Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Agricultural Horses - Indirect Leach,Grazing,1998,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Agricultural Horses - Indirect Leach,Spreading,1998,0.0117857142825,Emissions
Nitrous Oxide,Agriculture,Agricultural Horses - Indirect Leach,Storage,1998,0.0117857142825,Emissions
Methane,Agriculture,Digestate,Poultry - Broilers,1998,7.70328187402141e-08,Emissions
Methane,Agriculture,Digestate,Dairy - Dairy Cows,1998,7.92660251030263e-07,Emissions
Methane,Agriculture,Digestate,Poultry - Laying Hens,1998,1.61732113684843e-07,Emissions
Methane,Agriculture,Digestate,Poultry - Other,1998,1.56752279211918e-08,Emissions
Methane,Agriculture,Digestate,Poultry - Turkeys,1998,5.33270914350271e-07,Emissions
Methane,Agriculture,Digestate,Other cattle - Beef females for slaughter,1998,2.18690542212047e-07,Emissions
Methane,Agriculture,Digestate,Other cattle - Bulls for breeding,1998,2.50697280585959e-07,Emissions
Methane,Agriculture,Digestate,Other cattle - Cereal fed bull,1998,3.02685052735913e-07,Emissions
Methane,Agriculture,Digestate,Other cattle - Cows,1998,3.26784097302209e-07,Emissions
Methane,Agriculture,Digestate,Other cattle - Dairy Calves Female,1998,1.28489600873109e-07,Emissions
Methane,Agriculture,Digestate,Other cattle - Dairy Replacements Female,1998,1.60917950181837e-07,Emissions
Methane,Agriculture,Digestate,Other cattle - Dairy In Calf Heifers,1998,1.75077086102735e-07,Emissions
Methane,Agriculture,Digestate,Other cattle - Heifers for breeding,1998,2.18944153769405e-07,Emissions
Methane,Agriculture,Digestate,Other cattle - Steers,1998,2.03365399073223e-07,Emissions
Nitrous Oxide,Agriculture,Beef females for slaughter - Digestate Direct,Spreading,1998,0.0117464285666372,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Digestate Indirect Deposition,Spreading,1998,0.0157142857105708,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Digestate Indirect Deposition,Storage,1998,0.0157142857463921,Emissions
Nitrous Oxide,Agriculture,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Spreading,1998,0.0117857142832164,Emissions
Nitrous Oxide,Agriculture,Broilers - Digestate Direct,Spreading,1998,0.0117464285629072,Emissions
Nitrous Oxide,Agriculture,Poultry - Broilers - Digestate Indirect Deposition,Spreading,1998,0.0157142857084098,Emissions
Nitrous Oxide,Agriculture,Poultry - Broilers - Digestate Indirect Deposition,Storage,1998,0.01571428571,Emissions
Nitrous Oxide,Agriculture,Poultry - Broilers - Digestate Indirect Leach,Spreading,1998,0.0117857142833408,Emissions
Nitrous Oxide,Agriculture,Bulls for breeding - Digestate Direct,Spreading,1998,0.0117464285673637,Emissions
Nitrous Oxide,Agriculture,Other cattle - Bulls for breeding - Digestate Indirect Deposition,Spreading,1998,0.0157142857181475,Emissions
Nitrous Oxide,Agriculture,Other cattle - Bulls for breeding - Digestate Indirect Deposition,Storage,1998,0.0157142853038,Emissions
Nitrous Oxide,Agriculture,Other cattle - Bulls for breeding - Digestate Indirect Leach,Spreading,1998,0.0117857142575675,Emissions
Nitrous Oxide,Agriculture,Cereal fed bull - Digestate Direct,Spreading,1998,0.0117464285684999,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cereal fed bull - Digestate Indirect Deposition,Spreading,1998,0.0157142857088203,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cereal fed bull - Digestate Indirect Deposition,Storage,1998,0.0157142856679085,Emissions
Nitrous Oxide,Agriculture,Other cattle - Cereal fed bull - Digestate Indirect Leach,Spreading,1998,0.0117857142902458,Emissions
